Point;A2OFRC;B2OFRC;BELTLL1;DABPRES;DABRAD;DUR;DV;EV1;EV2;EV3;FTRIGG;IP2OFRC;KNEEFRC;PDOF_H;PTFORCE;RIMFRC;S2OFRC;SLIPFRC;STWANGLE;STWCOMP;STWTRANS;YAWSF;Risk(45yrs|2ribfx)(%);LOGIT(risk);L1;L2;L3;L4;L5;L6;L7;L8;L9;L10;L11;L12;R1;R2;R3;R4;R5;R6;R7;R8;R9;R10;R11;R12
815;0.277;0.299;3.49;1.42;315;94;25.9;3.09;1.83;0.0215;15.8;0.354;14.6;2.43;1.12;2.26;0.234;0.0986;22.3;6.02;28.4;0.00674;0.02;-8.679280407;0.228768308;0.643458823;0.770585006;0.844843779;0.508013973;0.356243318;0.279213465;0.309454533;0.374645763;0.272386475;0.221087364;0.246161409;0.40698573;0.224327645;0.347810285;0.451766141;0.447995076;0.574808056;0.757435942;0.727089355;0.503162481;0.216580625;0.184796588;0.144982268
816;0.278;0.213;4.37;1.31;309;94.9;31.8;-1.21;1.81;0.969;33;0.384;6.15;0.751;1.73;3.04;0.381;0.136;23.6;3.92;27.3;0.00763;1.76;-4.02323562;0.470896112;0.703475578;1.544330269;1.771053486;1.021795906;0.665812101;0.461782375;0.444570417;0.438008551;0.448514009;0.202995515;0.36428757;0.759116141;0.380959618;0.560144708;0.60262233;0.695864111;0.785861537;0.980168208;1.039178111;0.829071272;0.35150405;0.210752478;0.194437569
818;0.283;0.305;2.82;1.25;358;77.8;75.6;0.835;0.0551;-0.0563;27.5;0.279;16;8.12;1.84;1.89;0.249;0.155;22.3;5.37;-23;0.00723;99.82;6.292585272;3.301787004;1.526171714;2.620203048;5.215157941;2.199308388;3.214235976;1.657920144;1.496454515;0.813819654;1.09101953;2.757739276;1.223483495;2.082307823;0.821005087;1.03150811;0.973589346;1.226685103;1.264873706;1.740202866;2.310573496;2.143675461;0.810678117;0.380054535;0.570290489
819;0.398;0.211;5.29;1.07;331;114;21.8;-3.36;1.47;1.56;62.8;0.256;6.47;-0.533;1.37;2.87;0.319;0.0561;25.2;3.14;-4.38;0.00708;0.03;-8.07278463;1.221879385;0.773632713;0.71837781;0.658304384;0.463745231;0.340056256;0.244896999;0.246631773;0.254007685;0.207488192;0.158313941;0.300809392;0.38775159;0.217638188;0.220744289;0.273933611;0.322229182;0.413992023;0.556188822;0.512617035;0.321252621;0.176825561;0.102089008;0.235817372
820;0.236;0.38;3.68;1.19;356;114;17.2;2.4;-0.52;-0.204;35.8;0.319;7.87;-17.9;2.76;1.18;0.339;0.343;24.8;4.43;20.9;0.00365;0;-10.0765015;0.278439885;0.505412044;0.704352325;0.62616393;0.418886682;0.297080632;0.315039745;0.323799835;0.497681135;0.612855237;0.369451731;0.245578913;0.37785254;0.190653687;0.265083159;0.307525648;0.383078377;0.527366018;0.578428851;0.492781261;0.266453251;0.25747458;0.132540881;0.182831404
821;0.393;0.271;4.62;1.38;340;104;18.6;0.00576;0.733;0.342;30.4;0.358;8.95;0.886;1.81;2.42;0.371;0.119;25.7;5.44;-18.8;0.00632;0;-10.72877642;0.245988579;0.505605852;0.600819057;0.650158618;0.47813803;0.308584818;0.231734361;0.241823448;0.259860628;0.194177893;0.1765038;0.163552072;0.397413503;0.214659213;0.392994611;0.483527686;0.459183753;0.48271413;0.510867499;0.468313694;0.29158399;0.248959544;0.152667589;0.159754755
822;0.297;0.398;3.25;1.13;332;124;38.4;0.641;-0.381;-0.554;32.2;0.244;12.3;-36.5;1.95;0.679;0.37;0.187;22.4;5.84;-7.18;0.0062;6.75;-2.626498092;1.359419432;0.538735511;1.184324827;0.866256841;0.648704357;0.711777667;0.562315248;1.730525866;2.192820609;1.313663553;0.628204737;0.284680864;0.60635712;0.281433272;0.591713749;0.738658523;0.727227423;0.743181119;0.653277384;0.530737732;0.461004348;0.45235618;0.184853678;0.810018089
823;0.311;0.357;1.97;1.39;338;116;23.5;0.246;-2.37;0.0974;77.9;0.25;10.9;4.36;2.03;3.49;0.275;0.244;24.6;6.32;6.3;0.00684;0.04;-7.909683771;1.241230685;0.465084333;0.599566195;0.661304453;0.5686983;0.494505465;0.290977303;0.255571888;0.322857476;0.249366462;0.196721312;0.273258542;0.799080357;0.440783007;0.439917017;0.493474351;0.503466744;0.41466346;0.432267319;0.355818635;0.247543561;0.287764031;0.114085013;0.282713142
824;0.355;0.304;4.04;1.35;320;90.4;21.4;-1.19;0.497;-0.615;7.93;0.266;6.21;-9.9;2.44;2.39;0.377;0.167;21.4;4.2;-9.5;0.00628;0.01;-9.064176538;0.39902553;0.617633713;0.788987242;0.736571196;0.468048174;0.321869622;0.262043742;0.277680671;0.395192346;0.385362003;0.336932298;0.213602302;0.382123422;0.20569223;0.291825598;0.424108468;0.483887596;0.615710299;0.706399931;0.667166617;0.410662033;0.21241284;0.271549984;0.181502872
825;0.364;0.297;4.32;1.27;333;116;23.7;0.819;0.52;0.186;36.1;0.316;16.1;-9.11;1.42;3.16;0.335;0.29;22.1;4.16;-10.3;0.00667;0.01;-9.651475409;0.337191485;0.497841649;0.68752761;0.70599094;0.497752987;0.356938643;0.285725156;0.316354516;0.330846873;0.404830137;0.231966097;0.168310863;0.539060729;0.250570057;0.404982269;0.458261929;0.518525951;0.573855545;0.625753216;0.573716545;0.353764836;0.248062238;0.167027349;0.171521469
826;0.39;0.278;4.35;1.36;339;106;46.8;0.879;-0.61;-0.636;11.2;0.34;12;5.28;1.98;2.79;0.352;0.214;21.9;3.82;-18.5;0.00576;11.72;-2.019471238;0.435700454;0.842934661;1.819749922;2.166073769;1.272654068;0.617527496;0.438412651;0.473680627;0.549394544;0.405958993;0.28237151;0.260902918;0.577418925;0.342315412;0.448776316;0.517762592;0.604037428;0.753737846;1.228559017;1.81206502;1.506430749;0.587088009;0.260592485;0.294296606
827;0.336;0.32;5.3;1.44;339;115;32;-1.22;0.404;-0.00373;9.4;0.223;9.09;6.64;2.24;2.65;0.339;0.0762;21.5;3.49;1.1;0.00706;0.03;-8.156126951;0.301856594;0.716176955;0.792882405;0.832089409;0.73739551;0.420084735;0.287758908;0.295103318;0.335530448;0.231698598;0.184757961;0.191608013;0.404490065;0.25739281;0.433105044;0.517253019;0.565623306;0.587050011;0.754260598;0.782278087;0.505787786;0.290455599;0.236035814;0.182945223
828;0.34;0.285;2.89;1.32;323;138;23.3;-1.01;1.07;0.638;10.9;0.294;11.6;6.19;2.25;2.3;0.248;0.23;24.3;6.08;-23;0.00296;0;-10.67335359;0.295599154;0.539099704;0.669906382;0.640028063;0.369745423;0.287427264;0.205792603;0.231833686;0.22225799;0.157022616;0.171684357;0.162884837;0.262460276;0.141317211;0.16723139;0.196571881;0.315031316;0.53954958;0.565975346;0.535237044;0.37694301;0.244969223;0.199412229;0.191194622
829;0.252;0.365;2.09;1.38;304;114;21.1;0.323;0.626;0.685;29.1;0.224;11.5;2.9;2.07;3.33;0.353;0.314;24.5;6.85;22.8;0.00547;0;-11.56427402;0.26806239;0.430177199;0.566485384;0.549411355;0.375679554;0.241494505;0.216565002;0.234756619;0.260959077;0.222417805;0.127585395;0.167728262;0.351270777;0.18075679;0.329805841;0.418109773;0.399192236;0.466330629;0.53507546;0.438153185;0.261078891;0.241212035;0.147692556;0.180050218
830;0.374;0.279;3.11;1.56;325;101;33.3;-0.698;0.577;0.211;8.42;0.272;6.77;-11.2;2.56;1.49;0.322;0.117;25.8;5.56;19.1;0.0048;0.02;-8.499390624;0.314560416;0.627084309;0.759387389;0.774092739;0.582928257;0.418312009;0.281182327;0.29373127;0.323410518;0.481202547;0.529275369;0.225020736;0.646659359;0.30228917;0.508532487;0.572559796;0.56092944;0.667434279;0.692458032;0.625015842;0.431624474;0.250960002;0.273356796;0.202114298
831;0.304;0.363;4.77;1.17;340;85.8;31.2;-0.0609;1.87;-0.711;86.9;0.331;10.5;-20.3;2.52;1.67;0.308;0.189;22.7;3.83;-19.1;0.00715;74.07;1.049293616;0.879619084;0.414058194;0.51895855;0.637362711;0.381118595;0.496655935;0.678276364;0.578122167;0.623273011;0.558389118;0.526430551;0.427547656;0.735768583;2.421012148;4.126062617;2.751247026;1.732768305;0.724628661;0.512310024;0.398463337;0.534012634;0.308274338;0.238779024;0.500680692
832;0.359;0.282;3.86;1.28;345;78.2;62;0.126;0.282;-0.175;38.4;0.373;7.7;-6.52;1.48;1.8;0.201;0.0889;23.4;4.28;16.9;0.00716;100;20.31937299;3.24838832;1.917847991;2.574945241;4.492408037;6.195053458;4.506708309;2.014228143;1.298903301;1.732261665;3.137006983;3.636154532;0.890107639;2.761838399;0.659901882;0.795473717;1.542961039;1.084392704;1.255220547;0.73691844;0.722567225;0.640489953;0.924560986;0.681401789;1.815415733
833;0.205;0.364;4.89;1.34;328;106;41.4;0.423;-0.584;0.895;28.6;0.354;4.99;-16.3;1.65;3.47;0.337;0.107;21.7;4.77;21;0.00488;2.1;-3.840139522;0.575613603;1.020859182;1.687256992;1.526872441;0.87287575;0.748320948;0.493216282;0.448085181;0.527463946;0.530907186;1.070787199;0.65965117;1.050561201;0.449577952;0.569583755;0.673827669;0.789631717;0.941513851;1.005296689;0.91009941;0.726203388;0.378860347;0.242628367;0.217605382
834;0.277;0.285;4.66;1.28;339;102;42.7;1.61;1.24;0.503;34.8;0.291;9.01;-43;2.33;2.65;0.277;0.205;22.1;5.31;13.6;0.00688;61.84;0.4819782;1.79608427;2.063797042;1.433082763;2.30841618;0.913316011;1.261927281;1.11902114;1.644246839;2.936240658;2.424568124;0.928279664;0.524191838;0.768194115;0.490681408;0.860083755;0.960092898;0.878007524;0.838857517;0.664935354;0.78298375;0.768046966;0.657941448;0.297141424;0.670616003
835;0.341;0.228;2.86;1.33;310;94.2;49.1;0.98;0.372;-0.463;14.3;0.25;9.3;-9.45;2.02;2.51;0.204;0.235;25.6;6.7;15.9;0.00762;2.76;-3.562354399;0.660326239;0.656097103;1.850818656;1.365481038;0.76543875;0.71161068;0.391128706;0.448665209;0.461419392;0.377783342;0.529511552;0.363102392;1.33467;0.367847481;0.468094088;0.514752278;0.805055629;1.029591355;1.303600799;1.105598919;0.715489825;0.286359992;0.27358951;0.176499831
836;0.29;0.273;3.24;1.3;350;89.1;24.6;-0.382;-0.338;-0.42;9.41;0.397;3.48;-10.1;1.68;3.1;0.291;0.0768;22.8;4.82;-12.9;0.00664;0.02;-8.764656512;0.259303115;0.590642402;0.736189168;0.713138003;0.532089686;0.378498342;0.28259072;0.301323831;0.396637712;0.525796413;0.293407333;0.240562321;0.467447471;0.234020781;0.373180583;0.43548136;0.518097216;0.662919087;0.797871221;0.705371611;0.461409846;0.228089094;0.295315869;0.168688048
837;0.287;0.268;4.78;1.36;319;130;31.7;-0.914;-0.653;0.664;95.5;0.301;9.98;7.56;2.9;3.13;0.36;0.196;23.9;3.41;-13.5;0.00589;28.88;-0.901561958;1.250793226;2.037581615;4.730348289;1.062993333;0.832431857;1.073288359;0.573037611;0.45528207;0.389896054;0.385604054;0.110126508;0.500963908;0.6799947;0.693374267;0.694371108;1.12566473;1.26283057;0.801252108;0.609646924;0.481584342;0.434989762;0.260582007;0.139498082;0.3125116
838;0.269;0.358;4.19;1.32;328;113;39.6;-0.0807;0.849;-0.395;19;0.257;6.87;-13;1.74;1.73;0.373;0.245;24.1;4.38;19.6;0.00409;0.12;-6.69852753;0.444333535;0.622649537;1.081637014;0.953107048;0.643971749;0.504561141;0.359734823;0.376991695;0.429996708;0.668467116;0.844970439;0.236166571;0.739727961;0.367547316;0.488010142;0.574593991;0.713387551;0.794306677;0.812261831;0.727437343;0.505043985;0.318267569;0.219604932;0.204714132
839;0.334;0.247;4.49;1.15;342;129;54.9;-1.14;-0.553;-0.184;9.63;0.395;17;7.19;1.37;3.68;0.392;0.0713;24.3;4.28;6.02;0.00746;18.88;-1.458216717;0.733912131;0.954541471;1.77315753;2.526535839;1.24905007;0.815055985;0.542058144;0.517068943;0.47239624;0.372002437;0.234940997;0.246172259;0.483890902;0.318278559;0.354274386;0.458896067;0.588317122;0.75983596;1.004621666;1.748863235;1.885250211;0.652624108;0.182194926;0.376141095
840;0.399;0.229;3.59;1.37;329;103;20.1;1.6;-2.04;-0.539;7.23;0.364;10;-16.2;2.35;1.84;0.251;0.112;21.2;5.95;-26;0.00601;0.01;-9.002229932;0.339075783;0.57950425;0.792706013;0.683917617;0.457620667;0.340738404;0.268660113;0.30419731;0.498194853;0.613010162;0.286541507;0.159114075;0.325948442;0.190942967;0.227460195;0.295840064;0.423352141;0.630529923;0.738268951;0.681031076;0.394005422;0.217009732;0.182105729;0.181317248
841;0.209;0.222;4.9;1.32;342;95.1;14.8;-1.01;-0.931;0.552;15.9;0.303;10.4;-21.4;1.75;2.38;0.229;0.299;25.3;4.33;20.4;0.0061;0;-10.89702041;0.299679185;0.463611865;0.614095991;0.528566726;0.384062505;0.277155708;0.287051033;0.315771136;0.468120258;0.603903085;0.426641572;0.139069383;0.392214721;0.176896399;0.318287616;0.398507668;0.3919248;0.444196351;0.465223892;0.364665873;0.181698857;0.184952619;0.247415598;0.166618335
842;0.297;0.2;5.35;1.46;313;132;49.6;-2.61;0.0597;-0.0138;19.4;0.261;10;-2.16;1.07;2.88;0.264;0.256;22.4;4.72;18.9;0.00792;22.12;-1.259300214;0.503960717;1.296754554;2.490350418;2.293284424;1.121900696;0.88333413;0.544844335;0.548716262;0.575644709;0.447063288;0.301317801;0.307223015;0.952224247;0.526102725;0.634055911;0.689607626;0.788664818;1.150259469;1.574137062;1.37479119;1.028641686;0.397522701;0.309974561;0.203339336
843;0.243;0.226;4.08;1.45;328;102;23.7;-0.538;0.688;0.258;14;0.304;7.35;4.16;2.13;2.64;0.272;0.171;25.7;5.13;-17.3;0.00953;0.01;-9.181776909;0.24775581;0.647161435;0.735575333;0.813922752;0.491458271;0.328075117;0.269908225;0.28114079;0.288779172;0.219913386;0.258051115;0.200544368;0.334146107;0.192950002;0.346383872;0.442842999;0.430603651;0.532499561;0.667241681;0.668376544;0.468987133;0.23466472;0.221224478;0.179681729
844;0.399;0.232;3.58;1.39;353;123;39.7;-0.889;-0.124;-1.32;17;0.368;9.1;-21.3;1.42;4.19;0.333;0.224;21.9;4.69;-4.05;0.00325;0.15;-6.516977995;1.155521628;0.569884153;0.779616926;0.757923303;0.677342433;0.509213749;0.486199791;0.677195657;0.87946821;0.562452385;0.81479894;0.525993807;0.826375186;0.377589068;0.544718374;0.659356359;0.695823738;0.680266507;0.651559979;0.586509565;0.322681828;0.308147282;0.19159544;0.271523418
845;0.203;0.216;3.91;1.25;333;113;54;1.34;-0.545;0.673;4.85;0.399;18.1;-31.6;1.56;2.46;0.312;0.179;24.8;4.56;-4.8;0.00898;55.6;0.224126344;2.696723863;1.445671171;2.306044661;1.419873163;0.93097575;0.876720995;1.415172499;2.084026672;2.210271172;2.034205943;0.944849476;0.583386561;0.66739372;0.476030959;0.92528658;1.250697672;1.028802432;0.999773946;0.899016485;0.744750304;0.486703962;0.351440976;0.182857155;0.763455685
846;0.254;0.376;3.42;1.44;339;93.3;28;0.168;-0.114;-0.148;30;0.314;14;0.703;3.57;2.79;0.316;0.0512;22.1;5.83;25.6;0.00737;0.19;-6.289155114;0.585700897;0.731974887;0.974214077;1.305791922;0.773761421;0.625051372;0.367005658;0.403425982;0.41080066;0.348779908;0.331727159;0.321681588;0.799844973;0.424100691;0.557742268;0.669523887;0.708854152;0.649649138;0.740167219;0.764014572;0.606100773;0.307186181;0.336141512;0.257595838
847;0.375;0.281;4.54;1.17;299;97.7;19.3;0.934;-1.13;-0.769;23.4;0.292;5.41;2.27;1.54;3.06;0.222;0.19;23.1;4.53;3.33;0.00799;0.02;-8.501722314;0.22967374;0.660545006;0.785582978;0.839241687;0.498157134;0.308476714;0.26464418;0.296726148;0.316099473;0.225283089;0.215802784;0.203059497;0.327865221;0.205941894;0.217338535;0.27725175;0.383486226;0.61347778;0.780186569;0.787962507;0.603867648;0.228574872;0.196322217;0.133612042
848;0.392;0.272;4.36;1.16;335;116;23.9;0.408;1.18;-0.016;32.1;0.382;7.22;-25.4;1.71;2.56;0.377;0.0629;24.5;4.43;-26.7;0.00827;0.01;-9.008221766;0.666318694;0.412457157;0.684292382;0.541844359;0.400946056;0.32627543;0.401442498;0.243425788;0.342840957;0.608867966;0.918198284;0.203060335;0.454448443;0.214179535;0.254547666;0.382370804;0.498586241;0.553682586;0.55877869;0.458934577;0.204030168;0.201973878;0.1146839;0.174996839
849;0.244;0.361;4.58;1.27;347;110;29.5;-1.8;1.16;0.396;27.9;0.253;13.3;-33;1.81;3.06;0.213;0.231;25.4;4.7;-28.2;0.00763;0.82;-4.800889159;0.909513608;0.780692976;1.177173667;0.755047612;0.741929933;0.481529208;0.469370466;0.851853564;1.608188264;1.107320655;0.600555958;0.377852633;0.763748074;0.314304163;0.520277442;0.687804772;0.760837365;0.76000574;0.688015064;0.559716625;0.359612308;0.311847264;0.258269114;0.314091332
850;0.291;0.312;4.26;1.37;340;109;35.3;0.286;-0.244;-0.919;59.5;0.242;7.31;-22.7;2.42;2.44;0.262;0.138;25.7;4.31;20.5;0.00548;40.69;-0.377321628;2.400721796;1.092578657;1.029986516;0.956944842;0.87691918;1.466197148;1.593570225;1.235967316;2.44767461;2.137136646;1.391709875;0.585028995;1.261536032;0.469935499;0.631786324;0.791164767;0.809142832;0.937699061;0.671357429;0.793807488;0.561660388;0.47048009;0.602124771;1.672469825
851;0.239;0.283;3.67;1.56;337;121;26.6;0.742;0.153;0.121;24.4;0.387;11.4;-0.981;2.52;2.45;0.391;0.103;23.1;5.28;-20.6;0.00724;0;-10.01908211;0.25296614;0.556048658;0.668264646;0.64412253;0.520760007;0.356066762;0.229631737;0.259913784;0.326754246;0.226247543;0.216486864;0.182489585;0.434366101;0.22856521;0.459140958;0.561587233;0.561101642;0.513063511;0.544775976;0.479846913;0.329028419;0.236237142;0.158635003;0.17444538
852;0.349;0.329;3.32;1.11;350;117;20.7;-0.434;-0.191;0.0302;6.68;0.295;11.3;-9.38;1.45;1.38;0.303;0.261;25.6;6;-17.8;0.00778;0;-10.35527469;0.235040509;0.500331633;0.729571935;0.61000986;0.407144846;0.267076981;0.22361821;0.241883169;0.373663497;0.366353709;0.295568025;0.152346131;0.301961671;0.18051404;0.190276979;0.20362651;0.366634619;0.558952522;0.639344705;0.518577406;0.299409754;0.155919779;0.111695903;0.129774422
853;0.32;0.376;4.37;1.02;328;103;20.9;-0.646;-0.787;-0.113;38.7;0.216;9.43;-25;1.41;0.887;0.227;0.0946;21.3;3.74;15.4;0.00958;0.04;-7.88418225;0.504000671;0.488300156;0.839642156;0.681418739;0.484429859;0.437826663;0.272436906;0.267535076;0.292522414;0.530101871;1.088962425;0.363416877;0.512932567;0.242590182;0.261716195;0.337059889;0.485523278;0.642994279;0.710019656;0.628606463;0.341485045;0.239325501;0.143921305;0.133862009
854;0.244;0.254;4.87;1.26;358;83;27.5;0.428;0.297;0.255;9.53;0.224;6.07;-19.3;1.72;2.29;0.29;0.0226;25.7;3.64;-19.7;0.00761;0.16;-6.410042812;0.408136565;0.605506031;1.273227111;0.850624219;0.610923721;0.502991769;0.350555405;0.38039689;0.485956343;0.764341;0.82093114;0.259841117;0.617648521;0.277030724;0.354709662;0.418316806;0.595356105;0.826403126;0.904536899;0.801160093;0.5011776;0.242531323;0.363071333;0.206088601
855;0.32;0.363;3.97;1.41;303;89.8;33;0.525;0.838;0.409;41.6;0.274;12.3;-44.1;2.22;1.23;0.254;0.217;25.8;4.78;-6.51;0.00615;27.07;-0.991476;1.47903515;0.695947325;0.893443357;1.43283736;0.988582987;1.348876022;1.609854586;0.822404958;2.57739462;2.304517664;1.022357866;0.728984084;0.584510714;0.36806995;0.786638539;0.900457334;0.840728916;0.709500676;0.520406803;0.602410827;0.464805216;0.476637855;0.264136726;0.898236316
856;0.317;0.395;4.07;1.28;353;106;28.1;0.501;0.702;-0.976;37.5;0.218;10.5;-17.3;1.91;3.73;0.315;0.233;25.4;5.7;12.5;0.00473;0.15;-6.469776863;0.573593564;0.631442992;0.926533248;0.970390253;0.768391183;0.521230185;0.385936117;0.384201529;0.455341395;0.586002972;1.050914917;0.514315628;0.915308576;0.366676273;0.535804965;0.620623957;0.719366176;0.755367381;0.742962584;0.690042973;0.432293117;0.283674197;0.208383729;0.1739208
857;0.279;0.211;4.07;1.32;324;119;14.2;-2.04;-1.8;0.337;17.3;0.22;6.39;2.18;1.33;3.63;0.358;0.289;24.4;5.35;-29.2;0.00573;0;-11.63702281;0.189397379;0.489915488;0.594811002;0.584165752;0.35726903;0.231311074;0.201605819;0.22140604;0.203050883;0.15832897;0.26402215;0.156062352;0.302640512;0.16010711;0.149540766;0.194897188;0.273085153;0.412151823;0.527759781;0.469755428;0.312445755;0.212799478;0.119443063;0.141524069
858;0.229;0.323;4.38;1.16;350;112;31.2;-0.655;-0.777;0.389;16.7;0.227;6.98;9.51;2.15;2.8;0.288;0.166;25.4;3.13;-5.92;0.00744;1.61;-4.115917962;0.341587304;0.842922367;1.291347109;1.950527728;0.644669076;0.433980348;0.33405344;0.379948085;0.365751307;0.256233453;0.208630622;0.226042047;0.324841798;0.226680655;0.283643976;0.358573836;0.472254585;0.681439415;0.921424013;1.270033047;0.92590861;0.441755122;0.310019008;0.221014884
859;0.235;0.334;2.91;1.39;345;142;22.7;2.06;0.408;-0.831;53.6;0.24;12.6;-3.48;2.36;2.27;0.287;0.0241;24.7;5.49;27.7;0.00344;0;-10.03771522;0.385674951;0.432903785;0.616280781;0.690767262;0.575216347;0.387965934;0.254324242;0.258785323;0.267184176;0.239258981;0.117301987;0.162259745;0.620081509;0.362785161;0.501435949;0.532716047;0.559640443;0.463310536;0.411682529;0.383145502;0.193021959;0.196136138;0.104505534;0.186923577
860;0.343;0.329;3.29;1.41;298;108;32.2;1.71;0.135;0.646;22.8;0.318;10.8;-31.2;1.91;2.21;0.385;0.0764;22.7;5.64;-26.5;0.00833;1.1;-4.497821358;1.452440489;0.645025633;1.653553359;0.720757246;0.54989229;0.528506888;0.448557502;0.818693917;1.153603196;0.705149164;0.791168492;0.288248528;0.500469049;0.248388154;0.387868937;0.615186244;0.659677433;0.722563686;0.712259021;0.605498068;0.302882236;0.230420986;0.150596385;0.317604863
861;0.307;0.319;3.21;1.48;320;140;23.3;-3.34;1.49;-0.437;17.5;0.251;3.71;-41.5;2.6;2.82;0.295;0.185;24.8;5.15;-16.6;0.00632;0.02;-8.681464461;0.800189748;0.460203923;0.707277888;0.555926422;0.439927028;0.37606433;0.40130238;0.436969474;0.530122407;0.774332136;0.791067351;0.214638095;0.465332437;0.227259588;0.240455149;0.398691744;0.505624572;0.528332777;0.518270582;0.376545079;0.190748041;0.241914811;0.211830414;0.22408145
862;0.354;0.302;3.97;1.3;320;130;35.7;-2.75;-0.0776;-2.2;18;0.301;11.6;0.301;2.16;1.35;0.381;0.0283;25.7;4.25;17.7;0.0085;0.29;-5.837543983;0.293014175;0.76141404;1.298261341;1.278531924;0.647824863;0.497964537;0.350839365;0.366118853;0.351767545;0.256177387;0.18905279;0.221199053;0.54914332;0.323726307;0.433243811;0.477587851;0.528298831;0.677626766;0.885168463;0.98086074;0.64679198;0.259987055;0.209956546;0.192371081
863;0.209;0.38;4.41;1.16;345;81.3;34;2.46;-1.28;-0.285;24;0.279;5.26;-36;2.55;2.86;0.301;0.169;24.3;5.4;20.6;0.00804;22.24;-1.252169686;1.431802753;1.2783546;2.379624173;1.451498084;0.828346238;0.826507155;0.694191549;1.461727638;2.255746722;1.121902093;1.137357205;0.421804423;0.733479438;0.345083815;0.586168887;0.817272905;1.078951079;1.104926039;1.020226255;0.799815636;0.450231927;0.386919756;0.324809575;0.68283258
864;0.282;0.366;5.17;1.3;328;131;24.1;1.09;0.0312;1.27;20;0.228;8.44;-34.5;2.72;3.24;0.223;0.269;22.2;3.91;-11.5;0.00578;0.02;-8.372239221;0.705785863;0.482505187;0.83373161;0.612581288;0.503793545;0.367677677;0.3677984;0.446943985;0.546429167;0.773066888;0.720470957;0.181866263;0.39950069;0.222635199;0.295672962;0.478654495;0.698042149;0.610787049;0.563251879;0.430850266;0.207773317;0.202723965;0.155002344;0.209682551
865;0.226;0.368;5.22;1.56;305;93.1;40.9;-2.48;-2.09;-0.0075;45.6;0.2;3.65;-30.1;3.11;2.82;0.299;0.335;21.6;3.54;5.41;0.00594;96.33;3.267598119;2.79810559;0.71785287;1.619515382;1.81742087;1.051004045;1.138958521;1.147069968;1.203350816;3.014211543;3.676315024;1.762748696;0.821710192;1.094558556;0.669010589;0.920157135;0.87520266;1.213582698;1.913162321;0.835668948;1.148412842;0.672316505;0.572016602;1.678333618;2.821053006
866;0.314;0.396;4.54;1.23;345;75.7;12.9;-0.802;-2.01;0.857;18.5;0.306;12;-9.85;1.8;3.32;0.273;0.189;21.2;3.95;10.6;0.00912;0;-10.91436783;0.243746536;0.503192609;0.627748016;0.583319506;0.421668449;0.307952263;0.228395709;0.241945894;0.358351367;0.37390762;0.400521513;0.179199153;0.393773615;0.194836303;0.305837626;0.372966868;0.434678607;0.476054195;0.525730662;0.467310753;0.257851765;0.202179374;0.186964369;0.173676887
867;0.228;0.339;3.9;1.33;336;130;51.1;-1.23;-0.437;-0.0165;50.4;0.298;11.3;3.11;1.71;4.58;0.248;0.193;23.8;5.18;-3.28;0.00695;7.07;-2.576909805;1.071218122;0.684442557;1.279019658;1.495103538;0.807903148;0.822945591;0.496387621;0.529292691;0.453607226;0.470650289;1.895741001;0.363548938;1.653563231;0.498873601;0.600720756;0.697370013;0.834285375;0.869624037;1.373566315;1.434730738;0.935272407;0.340900756;0.193101587;0.259227632
868;0.332;0.252;3.27;1.27;345;136;12.8;-0.213;-0.341;0.243;26.4;0.329;11.4;4.68;1.46;3.34;0.238;0.115;22.9;4.83;18.3;0.0053;0;-14.65607127;0.189389754;0.323820882;0.423376448;0.389082823;0.317498855;0.210768241;0.143618323;0.125883147;0.133422785;0.145055295;0.080226152;0.140942773;0.280784606;0.126486714;0.219999859;0.312844105;0.304297335;0.276958523;0.272815209;0.240986049;0.150357583;0.137953879;0.102676847;0.115398201
869;0.355;0.246;4.69;1.26;345;91.9;23.5;-1.81;0.441;0.0165;42.6;0.277;16.6;-15.4;2.2;2.6;0.271;0.132;23.2;4.45;15.5;0.00612;0.04;-7.862922417;0.634403713;0.516254455;0.798877236;0.69601764;0.585680641;0.523474487;0.280538085;0.311559718;0.409139739;0.402745465;0.67931423;0.496062869;0.726602599;0.390417967;0.548631931;0.663194805;0.770509243;0.689847441;0.68696565;0.670590997;0.394835044;0.233152998;0.20384388;0.232963799
870;0.255;0.25;4.89;1.19;326;123;28;-1.29;0.743;0.285;7.67;0.258;9.48;-10.4;2.49;2.4;0.393;0.0189;21.2;3.91;-9.41;0.00638;0.01;-9.716782919;0.319247111;0.596884033;0.734817656;0.677411072;0.467949035;0.364677818;0.254836585;0.255792565;0.279331254;0.314783677;0.190463092;0.199519773;0.339048472;0.172299112;0.205683219;0.268502277;0.365621457;0.562333688;0.676549785;0.636446243;0.373180001;0.20751988;0.180909154;0.178980129
871;0.339;0.239;3.83;1.26;348;150;19.1;-0.9;0.239;0.458;19;0.207;5.72;-24.9;2.24;2.8;0.381;0.216;25.5;4.4;-4.53;0.00731;0;-11.87961552;0.367833837;0.418540044;0.572906854;0.432834541;0.318055879;0.234982953;0.282018282;0.314794458;0.465864781;0.568213034;0.234019803;0.172582071;0.286401273;0.145973498;0.186079019;0.282843667;0.282031111;0.414601527;0.386124197;0.299806311;0.177720841;0.17182522;0.127143296;0.18509489
